t,rhoc,errD,Mb,q00,q20,q22,vatm
171.235,1.2794840639e-03,8.125399e-04,1.5058471894e+00,1.5058258196e+00,5.0928683085e-15,1.5929577786e-15,0.0000e+00
172.261,1.2794205717e-03,8.134263e-04,1.5058471869e+00,1.5058258183e+00,-8.9324523163e-15,-1.4818124775e-15,0.0000e+00
173.286,1.2793544586e-03,8.127669e-04,1.5058471855e+00,1.5058258179e+00,-1.9709083105e-14,2.5662439088e-16,0.0000e+00
174.311,1.2792890973e-03,8.106543e-04,1.5058471850e+00,1.5058258185e+00,2.0363803884e-15,5.7258800900e-16,0.0000e+00
175.337,1.2792273778e-03,8.069703e-04,1.5058471856e+00,1.5058258202e+00,-5.7660127933e-15,5.6686884254e-16,0.0000e+00
176.362,1.2791717081e-03,8.014201e-04,1.5058471874e+00,1.5058258228e+00,-1.0016912025e-14,2.5839998794e-15,0.0000e+00
177.387,1.2791240560e-03,7.935926e-04,1.5058471903e+00,1.5058258266e+00,-5.5968095144e-15,2.8988229252e-16,0.0000e+00
178.413,1.2790860016e-03,7.830304e-04,1.5058471944e+00,1.5058258313e+00,9.8911675852e-15,-5.4302892144e-16,0.0000e+00
179.438,1.2790588456e-03,7.692965e-04,1.5058471998e+00,1.5058258372e+00,-1.3032105408e-14,-1.3857521651e-15,0.0000e+00
180.463,1.2790437942e-03,7.520195e-04,1.5058472065e+00,1.5058258441e+00,-1.3327914852e-15,3.4615238527e-16,0.0000e+00
181.489,1.2790420999e-03,7.309050e-04,1.5058472144e+00,1.5058258520e+00,8.2688501951e-16,-1.2146401172e-16,0.0000e+00
182.514,1.2790549268e-03,7.057123e-04,1.5058472236e+00,1.5058258610e+00,8.6631730490e-15,-3.3877043715e-15,0.0000e+00
183.539,1.2790828029e-03,6.762055e-04,1.5058472340e+00,1.5058258709e+00,6.0998209450e-15,-4.0362762711e-16,0.0000e+00
184.565,1.2791248237e-03,6.421027e-04,1.5058472456e+00,1.5058258819e+00,5.1732888611e-15,-4.3122057240e-16,0.0000e+00
185.590,1.2791780670e-03,6.030545e-04,1.5058472584e+00,1.5058258938e+00,-6.2436029558e-16,-2.3243188807e-15,0.0000e+00
186.616,1.2792377292e-03,5.586756e-04,1.5058472724e+00,1.5058259067e+00,4.4004695286e-15,-7.9765380164e-16,0.0000e+00
187.641,1.2792982037e-03,5.086531e-04,1.5058472873e+00,1.5058259207e+00,-5.3800640708e-15,-1.8239595781e-15,0.0000e+00
188.666,1.2793548577e-03,4.529532e-04,1.5058473033e+00,1.5058259357e+00,2.7075149187e-15,-2.2580199179e-15,0.0000e+00
189.692,1.2794058842e-03,3.921827e-04,1.5058473201e+00,1.5058259517e+00,8.0675942166e-16,-7.2891754392e-17,0.0000e+00
190.717,1.2794535213e-03,3.282780e-04,1.5058473377e+00,1.5058259685e+00,4.7999708802e-15,-3.3178546465e-15,0.0000e+00
191.742,1.2795041486e-03,2.660337e-04,1.5058473560e+00,1.5058259859e+00,-3.0185498088e-15,-2.8511056113e-15,0.0000e+00
192.768,1.2795671638e-03,2.165602e-04,1.5058473748e+00,1.5058260037e+00,1.6938820357e-14,1.5716261008e-15,0.0000e+00
193.793,1.2796529367e-03,2.003411e-04,1.5058473940e+00,1.5058260214e+00,9.8028591461e-15,-2.3359740541e-15,0.0000e+00
194.818,1.2797703837e-03,2.323273e-04,1.5058474133e+00,1.5058260388e+00,5.5200437159e-15,-3.1633558370e-15,0.0000e+00
195.844,1.2799247667e-03,3.016057e-04,1.5058474327e+00,1.5058260556e+00,1.1440492301e-14,-2.4460205746e-15,0.0000e+00
196.869,1.2801162104e-03,3.902392e-04,1.5058474518e+00,1.5058260715e+00,-6.1230272469e-15,-2.9764935925e-15,0.0000e+00
197.895,1.2803392224e-03,4.872017e-04,1.5058474705e+00,1.5058260865e+00,8.6277059332e-15,-1.9716821241e-15,0.0000e+00
