t,rhoc,errD,Mb,q00,q20,q22,vatm
178.413,1.2799999990e-03,5.235561e-16,1.5058467803e+00,1.5058254019e+00,-2.2585918459e-15,-9.4881868954e-16,0.0000e+00
179.438,1.2799999990e-03,5.234462e-16,1.5058467803e+00,1.5058254019e+00,-2.2585918459e-15,-9.0545060264e-16,0.0000e+00
180.463,1.2799999990e-03,5.234584e-16,1.5058467803e+00,1.5058254019e+00,-2.2585918459e-15,-8.4993945141e-16,0.0000e+00
181.489,1.2799999990e-03,5.235276e-16,1.5058467803e+00,1.5058254019e+00,-2.2585918459e-15,-8.4993945141e-16,0.0000e+00
182.514,1.2799999990e-03,5.231862e-16,1.5058467803e+00,1.5058254019e+00,-2.2030806946e-15,-7.9442830018e-16,0.0000e+00
183.539,1.2799999990e-03,5.229033e-16,1.5058467803e+00,1.5058254019e+00,-2.1475695434e-15,-7.3891714895e-16,0.0000e+00
184.565,1.2799999990e-03,5.234909e-16,1.5058467803e+00,1.5058254019e+00,-2.0920583922e-15,-8.4993945141e-16,0.0000e+00
185.590,1.2799999990e-03,5.233390e-16,1.5058467803e+00,1.5058254019e+00,-2.0920583922e-15,-8.4993945141e-16,0.0000e+00
186.616,1.2799999990e-03,5.235721e-16,1.5058467803e+00,1.5058254019e+00,-1.9810360897e-15,-9.4014507216e-16,0.0000e+00
187.641,1.2799999990e-03,5.219780e-16,1.5058467803e+00,1.5058254019e+00,-1.9810360897e-15,-9.6790064778e-16,0.0000e+00
188.666,1.2799999990e-03,5.221778e-16,1.5058467803e+00,1.5058254019e+00,-1.9810360897e-15,-9.6790064778e-16,0.0000e+00
189.692,1.2799999990e-03,5.222350e-16,1.5058467803e+00,1.5058254019e+00,-1.9810360897e-15,-9.6790064778e-16,0.0000e+00
190.717,1.2799999990e-03,5.222523e-16,1.5058467803e+00,1.5058254019e+00,-1.9810360897e-15,-9.6790064778e-16,0.0000e+00
191.742,1.2799999990e-03,5.214692e-16,1.5058467803e+00,1.5058254019e+00,-1.9810360897e-15,-9.1238949655e-16,0.0000e+00
192.768,1.2799999990e-03,5.211284e-16,1.5058467803e+00,1.5058254019e+00,-1.8977693629e-15,-1.0216770755e-15,0.0000e+00
193.793,1.2799999990e-03,5.201512e-16,1.5058467803e+00,1.5058254019e+00,-1.7867470604e-15,-7.9963247061e-16,0.0000e+00
194.818,1.2799999990e-03,5.200385e-16,1.5058467803e+00,1.5058254019e+00,-1.7867470604e-15,-9.1065477307e-16,0.0000e+00
195.844,1.2799999990e-03,5.196732e-16,1.5058467803e+00,1.5058254019e+00,-1.7312359092e-15,-9.1065477307e-16,0.0000e+00
