t,rhoc_rel,errD,Snorm,Mb_rel,vatm,rstar_R
129.25,4.36940644e-03,4.835172e-03,4.960302e-06,-1.0644263249e-11,2.7414e-01,1.1250
129.82,4.63318539e-03,4.899153e-03,5.093823e-06,-1.0644152226e-11,2.7906e-01,1.1250
130.39,4.88579333e-03,4.975581e-03,5.346536e-06,-1.0644929382e-11,2.8391e-01,1.1250
130.97,5.12821618e-03,5.061710e-03,5.688688e-06,-1.0645373472e-11,2.8872e-01,1.1250
131.54,5.35744991e-03,5.153614e-03,6.091328e-06,-1.0645484494e-11,2.9346e-01,1.1250
132.11,5.56345059e-03,5.246417e-03,6.531137e-06,-1.0645928583e-11,2.9816e-01,1.1250
132.68,5.72834871e-03,5.334647e-03,6.991188e-06,-1.0645373472e-11,3.0279e-01,1.0938
133.25,5.82929705e-03,5.412800e-03,7.459689e-06,-1.1039391623e-11,3.0741e-01,1.0938
133.83,5.84481108e-03,5.475907e-03,7.927090e-06,-1.1039613668e-11,3.1197e-01,1.0938
134.40,5.76259081e-03,5.520111e-03,8.385204e-06,-1.1039724690e-11,3.1648e-01,1.0938
134.97,5.58560093e-03,5.543092e-03,8.826113e-06,-1.1040057757e-11,3.2094e-01,1.0938
135.54,5.33329977e-03,5.544166e-03,9.241643e-06,-1.1040057757e-11,3.2535e-01,1.0938
136.11,5.03654237e-03,5.523976e-03,9.621286e-06,-1.1040945935e-11,3.2970e-01,1.0938
136.69,4.72715058e-03,5.482674e-03,9.958716e-06,-1.1041612069e-11,3.3400e-01,1.0938
137.26,4.42535153e-03,5.426752e-03,1.024646e-05,-1.1040945935e-11,3.3825e-01,1.0938
137.83,4.12941627e-03,5.363732e-03,1.047699e-05,-1.1041501047e-11,3.4245e-01,1.0938
138.40,3.81131253e-03,5.299757e-03,1.064513e-05,-1.1041390025e-11,3.4659e-01,1.0938
138.97,3.42053538e-03,5.199605e-03,1.074746e-05,-1.1410761225e-11,1.0836e-01,1.0625
139.55,2.89536196e-03,5.131393e-03,1.078460e-05,-1.1494583063e-11,1.0150e-01,1.0625
140.12,2.17847558e-03,5.075237e-03,1.075814e-05,-1.1568745961e-11,1.1198e-01,1.0625
140.69,1.23296051e-03,5.045911e-03,1.067183e-05,-1.1609713191e-11,1.1804e-01,1.0625
141.26,5.47787152e-05,5.027925e-03,1.053181e-05,-1.1634027075e-11,1.2514e-01,1.0625
141.83,-1.32101465e-03,5.002824e-03,1.034631e-05,-1.1663781052e-11,1.2213e-01,1.0625
142.40,-2.82174947e-03,5.000817e-03,1.012538e-05,-1.1682321777e-11,1.3430e-01,1.0625
142.98,-4.34604516e-03,5.003284e-03,9.880435e-06,-1.1691647650e-11,1.3571e-01,1.0625
143.55,-5.77785202e-03,5.007551e-03,9.623978e-06,-1.1698308988e-11,1.4588e-01,1.0625
144.12,-7.00275641e-03,5.011336e-03,9.368989e-06,-1.1700973523e-11,1.5939e-01,1.0625
144.69,-7.92360577e-03,5.012858e-03,9.128475e-06,-1.1702749880e-11,1.6657e-01,1.0625
145.26,-8.47317756e-03,5.010897e-03,8.914981e-06,-1.1703416014e-11,1.7447e-01,1.0625
145.84,-8.62246277e-03,5.004696e-03,8.740020e-06,-1.1704304193e-11,1.5796e-01,1.0625
146.41,-8.38335595e-03,4.993761e-03,8.613522e-06,-1.1711742687e-11,7.0963e-02,1.0625
146.98,-7.80528461e-03,4.951668e-03,8.543487e-06,-1.1722067761e-11,3.0984e-02,1.0938
